BindingDB_ID,chEMBL_ID,Ki_nM,IC50_nM,Kd_nM,EC50_nM,Molecule_name,Molecule_type,Molecular_formula,Molecular_weight,Synonyms,IN_ID,chEMBL_URL
BDBM6866,CHEMBL191003,,,10000.0,,JNJ7706621,Small molecule,C15H12F2N6O3S,394.36,JNJ-7706621,IN120,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL191003.png?bgColor=white
BDBM7533,CHEMBL14762,,,10000.0,,SELICICLIB,Small molecule,C19H26N6O,354.46,"CYC-202, AL-39256, Seliciclib",IN121,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL14762.png?bgColor=white
BDBM13531,CHEMBL278041,,,10000.0,,SB202190,Small molecule,C20H14FN3O,331.35,SB-202190,IN122,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL278041.png?bgColor=white
BDBM50110208,CHEMBL440084,,,10000.0,,SB431542,Small molecule,C22H16N4O3,384.4,SB-431542,IN123,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL440084.png?bgColor=white
BDBM50306888,CHEMBL603097,,11400.0,,,SCH47089,Small molecule,C13H13N3O2,243.27,SCH-47089,IN124,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL603097.png?bgColor=white
BDBM50378657,CHEMBL1230607,,10000.0,,,PHA793887,Small molecule,C19H31N5O2,361.49,PHA-793887,IN125,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1230607.png?bgColor=white
BDBM27344,CHEMBL225519,,10000.0,,,PHA767491,Small molecule,C12H11N3O,213.24,PHA-767491,IN126,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL225519.png?bgColor=white
BDBM24466,CHEMBL460472,,10000.0,,,AMG458,Small molecule,C30H29N5O5,539.59,AMG-458,IN127,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL460472.png?bgColor=white
BDBM50385175,CHEMBL2036866,,100000.0,,,NSC750416,Small molecule,C19H17N5O2,347.38,NSC-750416,IN128,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2036866.png?bgColor=white
BDBM50308188,CHEMBL603463,,100000.0,,,NSC743304,Small molecule,C19H16N4O3,348.36,NSC-743304,IN129,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL603463.png?bgColor=white
BDBM50403054,CHEMBL2216825,,149.0,,,LACTOQUINOMYCIN,Small molecule,C24H27NO8,457.48,Lactoquinomycin,IN130,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2216825.png?bgColor=white
BDBM50307942,CHEMBL598194,,13.0,,,CCT129524,Small molecule,C19H21ClN6O,384.87,CCT129524,IN131,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL598194.png?bgColor=white
BDBM50011796,CHEMBL28509,,3500.0,,,EDELFOSINE,Small molecule,C27H58NO6P,523.74,Edelfosine,IN132,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL28509.png?bgColor=white
BDBM50034220,CHEMBL125,,9600.0,,,MILTEFOSINE,Small molecule,C21H46NO4P,407.58,"HDPC, Miltefosine, D-18506, Impavido, Miltex, Miltefosine",IN133,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL125.png?bgColor=white
BDBM50380313,CHEMBL1234354,,13.0,,,PF04691502,Small molecule,C22H27N5O4,425.49,PF-04691502,IN134,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1234354.png?bgColor=white
BDBM24776,CHEMBL55934,,10980.0,,,NAPHTHOQUINONE,Small molecule,C10H6O2,158.16,"Naphthoquinone 1, Naphthalene-1,4-Dione, 1,4-Naphthoquinone, 1,4-Naphtho-Quinone",IN135,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL55934.png?bgColor=white
BDBM7460,CHEMBL50,,5390.0,,,QUERCETIN,Small molecule,C15H10O7,302.24,"Meletin, C.I. Natural Red 1, Sophoretin, NSC-9219, Xanthaurine",IN136,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL50.png?bgColor=white
BDBM27223,CHEMBL495766,,1000000.0,,,ARC1031,Small molecule,C16H23N7O5,393.4,ARC-1031,IN137,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL495766.png?bgColor=white
BDBM27224,CHEMBL501706,,1610.0,,,ARC1032,Small molecule,C22H35N11O6,549.59,ARC-1032,IN138,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL501706.png?bgColor=white
BDBM27225,CHEMBL297394,,774.0,,,ARC1012,Small molecule,C40H70N18O9,947.12,ARC-1012,IN139,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL297394.png?bgColor=white
BDBM27226,CHEMBL524516,,57.0,,,ARC1027,Small molecule,C52H94N26O11,1259.49,ARC-1027,IN140,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL524516.png?bgColor=white
BDBM27227,CHEMBL525385,,15.0,,,ARC1028,Small molecule,C64H118N34O13,1571.87,ARC-1028,IN141,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL525385.png?bgColor=white
BDBM27228,CHEMBL505949,,3750.0,,,ARC1039,Small molecule,C37H63N17O9,890.02,ARC-1039,IN142,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL505949.png?bgColor=white
BDBM27229,CHEMBL498924,,2038.0,,,ARC1044,Small molecule,C38H65N17O7,872.05,ARC-1044,IN143,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL498924.png?bgColor=white
BDBM50195879,CHEMBL241517,,10000.0,,,GW856804X,Small molecule,C19H13ClFN3O2S2,433.92,GW856804X,IN144,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL241517.png?bgColor=white
BDBM50275499,CHEMBL485745,,10000.0,,,GW434756X,Small molecule,C18H12FN3,289.31,GW434756X,IN145,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL485745.png?bgColor=white
BDBM50311728,CHEMBL1079921,,9552.0,,,SR6074,Small molecule,C25H27N5O2S,461.59,SR-6074,IN146,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079921.png?bgColor=white
BDBM50311713,CHEMBL1080279,,247.0,,,SR6494,Small molecule,C23H25N5O2S,435.55,SR-6494,IN147,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080279.png?bgColor=white
BDBM50328584,CHEMBL1256459,,,10000.0,,TORIN1,Small molecule,C35H28F3N5O2,607.64,Torin1,IN148,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1256459.png?bgColor=white
BDBM14027,CHEMBL38380,,8000.0,,,FASUDIL,Small molecule,C14H17N3O2S,291.38,"Fasudil, ZK-258594, AT-877, HA-1077",IN149,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL38380.png?bgColor=white
BDBM14029,CHEMBL559147,,8000.0,,,Y27632,Small molecule,C14H21N3O,247.34,Y-27632,IN150,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL559147.png?bgColor=white
BDBM50173320,CHEMBL384073,,100000.0,,,GSK180736A,Small molecule,C19H16FN5O2,365.37,GSK180736A,IN151,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL384073.png?bgColor=white
BDBM50049820,CHEMBL101892,180.0,,,,SANGIVAMYCIN,Small molecule,C12H15N5O5,309.28,Sangivamycin,IN152,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL101892.png?bgColor=white
BDBM22416,CHEMBL490,,100000.0,,,PAROXETINE,Small molecule,C19H20FNO3,329.37,"BRL-29060, Paxil, Paroxetine, Pexeva, Paxil [as hydrochloride]",IN153,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL490.png?bgColor=white
BDBM3149,CHEMBL60254,,340.0,,,BALANOL,Small molecule,C28H26N2O10,550.52,Balanol,IN154,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL60254.png?bgColor=white
BDBM79498,CHEMBL258756,,,,36220.0,N-(4-Carboxymethene)Phenylpyrrole,Small molecule,C12H11NO2,201.22,N-(4-Carboxymethene)Phenylpyrrole,IN155,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL258756.png?bgColor=white
BDBM84342,CHEMBL1740,,,610.0,,RACEPINEPHRINE,Small molecule,C9H13NO3,183.21,"Racepinefrine, Racepinephrine, Vaponefrin",IN156,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1740.png?bgColor=white
BDBM25392,CHEMBL434,,,200.0,,ISOPROTERENOL,Small molecule,C11H17NO3,211.26,"Isoprenaline, Isoproterenol",IN157,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL434.png?bgColor=white
BDBM25770,CHEMBL1760,,,7400.0,,TERBUTALINE,Small molecule,C12H19NO3,225.29,"Brethaire, Brethine, Terbutaline, Bricanyl",IN158,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1760.png?bgColor=white
BDBM50295572,CHEMBL776,,,13000.0,,METAPROTERENOL,Small molecule,C11H17NO3,211.26,"Orciprenaline, Metaproterenol",IN159,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL776.png?bgColor=white
BDBM92679,CHEMBL327122,,,30000.0,,METATEROL,Small molecule,C11H17NO2,195.26,Metaterol,IN160,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL327122.png?bgColor=white
BDBM92680,CHEMBL109378,,,5200.0,,DETERENOL,Small molecule,C11H17NO2,195.26,Deterenol,IN161,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL109378.png?bgColor=white
BDBM16981,CHEMBL442229,,20.0,,,BX201,Small molecule,C14H12N4O2,268.28,BX-201,IN162,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL442229.png?bgColor=white
BDBM17004,CHEMBL228654,,5.0,,,BX517,Small molecule,C15H14N4O2,282.3,BX-517,IN163,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL228654.png?bgColor=white
BDBM17028,CHEMBL426078,,1100.0,,,SU6689,Small molecule,C15H14N2O2,254.29,SU-6689,IN164,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL426078.png?bgColor=white
BDBM17051,CHEMBL577784,,6.0,,,BX795,Small molecule,C23H26IN7O2S,591.48,BX-795,IN165,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL577784.png?bgColor=white
BDBM17053,CHEMBL573108,,39.0,,,BX320,Small molecule,C23H31BrN8O3,547.46,BX-320,IN166,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL573108.png?bgColor=white
BDBM11639,CHEMBL118,,48000.0,,,CELECOXIB,Small molecule,C17H14F3N3O2S,381.38,"SC-58635, Celecoxib, Celecoxib, Celebra, Celebrex, Onsenal",IN167,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL118.png?bgColor=white
BDBM50430630,CHEMBL1650595,,5000.0,,,AR12,Small molecule,C26H19F3N4O,460.46,"OSU-03012, AR-12",IN168,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1650595.png?bgColor=white
BDBM10840,CHEMBL44541,,12000.0,,,MERIDIANIN C,Small molecule,C12H9BrN4,289.14,Meridianin C,IN169,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL44541.png?bgColor=white
BDBM50208879,CHEMBL388596,,50800.0,,,"2,6-DIAMINOPURINE",Small molecule,C5H6N6,150.15,"2,6-Diaminopurine",IN170,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL388596.png?bgColor=white
BDBM50339011,CHEMBL1688208,,95100.0,,,2-PHENYLTHIAZOLE,Small molecule,C9H7NS,161.23,2-Phenylthiazole,IN171,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1688208.png?bgColor=white
BDBM50339015,CHEMBL1688211,,160000.0,,,"Benzo[E][1,2,4]Triazin-3-Amine",Small molecule,C7H6N4,146.15,"Benzo[E][1,2,4]Triazin-3-Amine",IN172,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1688211.png?bgColor=white
BDBM27504,CHEMBL266540,,345000.0,,,QUINAZOLINONE,Small molecule,C8H6N2O,146.15,"Quinazolin-4-ol, 4-quinazolone",IN173,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL266540.png?bgColor=white
BDBM50091818,CHEMBL61743,,376000.0,,,ISOQUINOLIN-3-AMINE,Small molecule,C9H8N2,144.18,Isoquinolin-3-Amine,IN174,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL61743.png?bgColor=white
BDBM50321582,CHEMBL1172241,,85.0,,,NERVIANO,Small molecule,C30H35N9O2,553.67,Nerviano,IN175,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1172241.png?bgColor=white
BDBM50252521,CHEMBL492828,,58700.0,,,ISOXANTHOHUMOL,Small molecule,C21H22O5,354.4,Isoxanthohumol,IN176,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL492828.png?bgColor=white
BDBM50384998,CHEMBL253896,,6600.0,,,XANTHOHUMOL,Small molecule,C21H22O5,354.4,Xanthohumol,IN177,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL253896.png?bgColor=white
BDBM50004233,CHEMBL123,,4089.0,,,ELLIPTECINE,Small molecule,C17H14N2,246.31,"TCMDC-125546, Ellipticine",IN178,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL123.png?bgColor=white
BDBM37928,CHEMBL1353528,,17440.0,,,TDR77225,Small molecule,C15H14N6,278.32,TDR77225,IN179,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1353528.png?bgColor=white
BDBM50358213,CHEMBL1922219,,200000.0,,,CCT68127,Small molecule,C19H27N7O,369.47,CCT68127,IN180,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1922219.png?bgColor=white
BDBM50219803,CHEMBL397521,,13.0,,,ARC6591B,Small molecule,C53H97N31O9,1312.57,ARC-6591B,IN181,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL397521.png?bgColor=white
BDBM50219805,CHEMBL438491,,97.0,,,ARC6591A,Small molecule,C53H97N31O9,1312.57,ARC-6591A,IN182,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL438491.png?bgColor=white
BDBM50168588,CHEMBL365286,960.0,,,,GW549034X,Small molecule,C11H11N5O,229.24,GW549034X,IN183,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL365286.png?bgColor=white
BDBM50280450,CHEMBL574737,,42.0,,,UCN01,Small molecule,C28H26N4O4,482.54,"KW-2401, UCN-01, KRX-0601, UCN-02",IN184,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL574737.png?bgColor=white
BDBM2581,CHEMBL16958,,25700.0,,,STAUROSPORINONE,Small molecule,C20H13N3O,311.34,K-252C,IN185,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL16958.png?bgColor=white
BDBM2683,CHEMBL7463,,2.3,,,GF109203,Small molecule,C25H24N4O2,412.49,"GF-109203X, GF-109203",IN186,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL7463.png?bgColor=white
BDBM33971,CHEMBL565612,,2.1,,,SOTRASTAURIN,Small molecule,C25H22N6O2,438.49,"NVP-AEB071, AEB-071, AEB071, Sotrastaurin",IN187,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL565612.png?bgColor=white
BDBM50130293,CHEMBL1112,10000.0,,,,ARIPIPRAZOLE,Small molecule,C23H27Cl2N3O2,448.39,"Aripiprazole, OPC-31, OPC-14597, Aripiprazole, Abilify mycite kit, Abilify Maintena, Abilify maintena kit, Abilify",IN188,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1112.png?bgColor=white
BDBM50258529,CHEMBL449158,,,0.73,,BRYOSTATIN,Small molecule,C47H68O17,905.04,"Bryostatin 1, Bryostatin",IN189,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL449158.png?bgColor=white
BDBM50057513,CHEMBL267144,334.0,,,,BenzolactamV8,Small molecule,C15H22N2O2,262.35,Benzolactam-V8,IN190,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL267144.png?bgColor=white
BDBM15458,CHEMBL95692,,83.0,,,SB242235,Small molecule,C19H20FN5O,353.4,SB-242235,IN191,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL95692.png?bgColor=white
BDBM50105742,CHEMBL97162,,83.0,,,SB239063,Small molecule,C20H21FN4O2,368.41,SB-239063,IN192,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL97162.png?bgColor=white
BDBM50375662,CHEMBL411901,,6100.0,,,CGP74514,Small molecule,C19H24ClN7,385.9,CGP-74514,IN193,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL411901.png?bgColor=white
BDBM50035468,CHEMBL128547,7800.0,,,,NSC115290,Small molecule,C24H22N2O7S,482.51,NSC-115290,IN194,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL128547.png?bgColor=white
BDBM50052039,CHEMBL292495,,720.0,,,LY326449,Small molecule,C26H23N3O4,441.49,LY-326449,IN195,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL292495.png?bgColor=white
BDBM50162287,CHEMBL370100,,100000.0,,,REBECCAMYCIN,Small molecule,C27H21Cl2N3O7,570.39,Rebeccamycin,IN196,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL370100.png?bgColor=white
BDBM3033,CHEMBL302449,,2.0,,,GO6976,Small molecule,C24H18N4O,378.44,Go-6976,IN197,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL302449.png?bgColor=white
BDBM27216,CHEMBL23327,,10000.0,,,PURVALANOLA,Small molecule,C19H25ClN6O,388.9,"Purvalanol A, Piceatannol, Purvalanola",IN198,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL23327.png?bgColor=white
BDBM3175,CHEMBL6291,,33.0,,,BISINDOLYLMALEIMIDE IX,Small molecule,C25H23N5O2S,457.56,Ro-318220,IN199,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL6291.png?bgColor=white
BDBM50363957,CHEMBL1952210,,125000.0,,,Ro4383596,Small molecule,C24H25N5O3,431.5,Ro-4383596,IN200,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1952210.png?bgColor=white
BDBM3532,CHEMBL7917,,100000.0,,,TYRPHOSTIN AG1478,Small molecule,C16H14ClN3O2,315.76,AG-1478,IN201,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL7917.png?bgColor=white
BDBM50229772,CHEMBL399981,43.0,,,,1-Hexylindolactam-V,Small molecule,C23H35N3O2,385.55,1-Hexylindolactam-V,IN202,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL399981.png?bgColor=white
BDBM7782,CHEMBL26241,,13800.0,,,KRM7777,Small molecule,C11H12N2O2S,236.3,KRM-7777,IN203,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL26241.png?bgColor=white
BDBM50266189,CHEMBL512208,,38700.0,,,KRM195,Small molecule,C17H15FN2O2S,330.38,KRM-195,IN204,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL512208.png?bgColor=white
BDBM50265884,CHEMBL449063,,5800.0,,,KRM189,Small molecule,C10H9ClN2O2S,256.71,KRM-189,IN205,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL449063.png?bgColor=white
BDBM50292351,CHEMBL509516,118.0,,,,BRYOSTATIN 16,Small molecule,C42H62O14,790.94,Bryostatin 16,IN206,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL509516.png?bgColor=white
BDBM50292350,CHEMBL452391,188.0,,,,BRYOSTATIN 17,Small molecule,C42H62O14,790.94,"Delta 19,20-Bryostatin 10, Bryostatin 17",IN207,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL452391.png?bgColor=white
BDBM50292349,CHEMBL505767,4.8,,,,BRYOSTATIN 18,Small molecule,C42H64O15,808.96,Bryostatin 18,IN208,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL505767.png?bgColor=white
BDBM50292348,CHEMBL501262,1.6,,,,BRYOSTATIN 10,Small molecule,C42H64O15,808.96,Bryostatin 10,IN209,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL501262.png?bgColor=white
BDBM50345578,CHEMBL1784623,,40350.0,,,HIPPOLIDE E,Small molecule,C25H38O4,402.58,Hippolide E,IN210,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1784623.png?bgColor=white
BDBM23926,CHEMBL165,,,,5780000.0,RESVERATROL,Small molecule,C14H12O3,228.25,"(E)-resveratrol, 3,5,4'-Trihydroxy-trans-stilbene, Resveratrol",IN211,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL165.png?bgColor=white
BDBM23928,CHEMBL296411,,,,1560000.0,TRISMETHOXYRESVERATROL,Small molecule,C17H18O3,270.33,"(E)-3,5,4'-Trimethoxystilbene, (E)-3,5,40-Trimethoxystilbene, 3,5,4'-Trimethoxystilbene, 8E-3,4',5-Trimethoxystilbene, Trans-3,4',5-Trimethoxystilbene, Trismethoxyresveratrol",IN212,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL296411.png?bgColor=white
BDBM50229962,CHEMBL259850,,100000000.0,,,ARA014418,Small molecule,C12H12N4O4S,308.32,AR-A014418,IN213,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL259850.png?bgColor=white
BDBM50133057,CHEMBL340259,,86.0,,,INDOLYLYLMALEIMIDE 2,Small molecule,C28H27N3O5,485.54,Indolylylmaleimide 2,IN214,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL340259.png?bgColor=white
BDBM50133059,CHEMBL340935,,673.0,,,INDOLYLYLMALEIMIDE 1,Small molecule,C27H26N4O5,486.53,Indolylylmaleimide 1,IN215,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL340935.png?bgColor=white
BDBM2583,CHEMBL266487,,1599.0,,,RO316233,Small molecule,C20H13N3O2,327.34,Ro-31-6233,IN216,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL266487.png?bgColor=white
BDBM50377352,CHEMBL261592,,50000.0,,,BMS645737,Small molecule,C20H20N8O,388.44,BMS-645737,IN217,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL261592.png?bgColor=white
BDBM50269518,CHEMBL452413,,14800.0,,,PLANTAINOSIDE D,Small molecule,C29H36O16,640.59,Plantainoside D,IN218,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL452413.png?bgColor=white
BDBM50269517,CHEMBL504363,,1900.0,,,FORSYTHIASIDE,Small molecule,C29H36O15,624.59,Forsythiaside,IN219,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL504363.png?bgColor=white
BDBM50241873,CHEMBL499145,,24400.0,,,POLIUMOSIDE,Small molecule,C35H46O19,770.73,Poliumoside,IN220,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL499145.png?bgColor=white
BDBM50250137,CHEMBL504574,,50000.0,,,NSC73306,Small molecule,C16H14N4O2S,326.38,NSC-73306,IN221,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL504574.png?bgColor=white
BDBM50282633,CHEMBL26501,,22.0,,,RO320432,Small molecule,C28H28N4O2,452.56,Ro-32-0432,IN222,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL26501.png?bgColor=white
BDBM50335314,CHEMBL1233524,,59000.0,,,MK3281,Small molecule,C29H37N3O3,475.63,MK-3281,IN223,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1233524.png?bgColor=white
BDBM50400047,CHEMBL2177736,,90.0,,,PRT2607,Small molecule,C19H23N9O,393.45,"PRT-2607, P505-15, PRT-062607, BIIB-057",IN224,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL2177736.png?bgColor=white
BDBM50285193,CHEMBL294120,,270.0,,,LY317644,Small molecule,C27H25N3O4,455.51,LY-317644,IN225,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL294120.png?bgColor=white
BDBM50103962,CHEMBL80460,,150000.0,,,PLATANIC ACID,Small molecule,C29H46O4,458.68,Platanic Acid,IN226,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL80460.png?bgColor=white
BDBM23207,CHEMBL23236,,150000.0,,,BETULIN,Small molecule,C30H50O2,442.73,Betulin,IN227,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL23236.png?bgColor=white
BDBM50292434,CHEMBL509422,,150000.0,,,Betulinic Acid 28-O-Carboxymethylmethylate,Small molecule,C33H52O5,528.77,Betulinic Acid 28-O-Carboxymethylmethylate,IN228,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL509422.png?bgColor=white
BDBM50103967,CHEMBL312687,,150000.0,,,3-Acetylbetulinic Acid,Small molecule,C32H50O4,498.75,"3-Acetylbetulinic Acid, 3-O-Acetyl Betulinic Acid, Betulinic Acid 3-O-Acetate, (3-O-Acetyl)Betulinic Acid",IN229,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL312687.png?bgColor=white
BDBM50292432,CHEMBL509553,,150000.0,,,Betulinic Acid 3-O-Benzoate,Small molecule,C37H52O4,560.82,Betulinic Acid 3-O-Benzoate,IN230,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL509553.png?bgColor=white
BDBM50292435,CHEMBL448637,,150000.0,,,Betulinic Acid 3-O-Crotonate,Small molecule,C34H52O4,524.79,Betulinic Acid 3-O-Crotonate,IN231,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL448637.png?bgColor=white
BDBM50292431,CHEMBL446317,,150000.0,,,Betulinic Acid 3-O-Succinate,Small molecule,C34H52O6,556.78,Betulinic Acid 3-O-Succinate,IN232,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL446317.png?bgColor=white
BDBM50002692,CHEMBL129,,150000.0,,,ZIDOVUDINE,Small molecule,C10H13N5O4,267.25,"AZT, Azidothymidine, Compound S, BW-A509U, BWA509U, Zidovudine, Retrovir, BW-A-509U, Azidothymidine, Retrovir, Zidovudine, AZT",IN233,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL129.png?bgColor=white
BDBM50059889,CHEMBL162,,4.0,,,GNFPf1389,Small molecule,C28H26N4O3,466.54,"GNF-Pf-1389, AM-2282",IN234,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL162.png?bgColor=white
BDBM14487,CHEMBL477,,278000.0,,,ADENOSINE,Small molecule,C10H13N5O4,267.25,"Adenosine, SR-96225, Adenoscan, Adenosine, Adenocor, Adenocard",IN235,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL477.png?bgColor=white
BDBM50098227,CHEMBL275750,2500.0,,,,AD198,Small molecule,C40H45NO11,715.8,AD-198,IN236,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL275750.png?bgColor=white
BDBM50163748,CHEMBL180239,,,,14970.0,CURCUMIN PYRAZOLE,Small molecule,C21H20N2O4,364.4,Curcumin pyrazole,IN237,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL180239.png?bgColor=white
BDBM25524,CHEMBL13045,,24.0,,,CHELERYTHRINE,Small molecule,C21H18NO4+,348.38,Chelerythrine,IN238,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL13045.png?bgColor=white
BDBM50345577,CHEMBL1782082,,61970.0,,,HIPPOLIDE A,Small molecule,C25H37NO4,415.57,Hippolide A,IN239,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1782082.png?bgColor=white
BDBM50233538,CHEMBL230006,,,250.0,,ENOXOLONE,Small molecule,C30H46O4,470.69,"Glycyrrhetic Acid, NSC-35350, Enoxolone, Rhetinic Acid, NSC-35347, Uralenic Acid",IN240,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL230006.png?bgColor=white
BDBM50358430,CHEMBL1614725,,10000.0,,,TAK285,Small molecule,C26H25ClF3N5O3,547.97,TAK-285,IN241,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1614725.png?bgColor=white
