chEMBL_ID,Molecule_name,Molecule_type,Molecular_formula,Molecular_weight,Synonyms
CHEMBL2105759,BARICITINIB,Small molecule,C16H17N7O2S,371.43,"INCB-28050, LY-3009104, INCB-028050, Baricitinib"
CHEMBL3545215,BMS911543,Small molecule,C23H28N8O,432.53,BMS-911543
CHEMBL3137308,PEFICITINIB,Small molecule,C18H22N4O2,326.4,"Peficitinib, ASP-015K, ASP015K"
CHEMBL463821,CP352664,Small molecule,C18H18N4,290.37,CP-352664
CHEMBL473773,WHIP154,Small molecule,C16H14BrN3O3,376.21,WHI-P154
CHEMBL2062804,CEP33779,Small molecule,C24H26N6O2S,462.58,CEP-33779
CHEMBL564201,6-AZAURIDINE,Small molecule,C8H11N3O6,245.19,"6-Aza-Uridine, 6-Azauridine, 6-Methyl-Ump"
CHEMBL120563,THIRAM,Small molecule,C6H12N2S4,240.44,"SQ-1489, Thiram, NSC-1771, Rezifilm"
CHEMBL1170485,"(R,S)-Goniothalamin",Small molecule,C13H12O2,200.24,Rac-Goniothalamin
CHEMBL559626,NSC33994,Small molecule,C28H42N2O2,438.66,NSC-33994
CHEMBL2035187,PACRITINIB,Small molecule,C28H32N4O3,472.59,"ONX-0803, SB-1518, Pacritinib, SB1518"
CHEMBL1079593,VS5584,Small molecule,C21H14F2N6O2,420.38,VS-5584
CHEMBL1976040,AZD1775,Small molecule,C27H32N8O2,500.61,"AZD-1775, MK-1775"
CHEMBL1231124,AZD1480,Small molecule,C14H14ClFN8,348.77,AZD-1480
CHEMBL1879463,DACTOLISIB,Small molecule,C30H23N5O,469.55,"BEZ-235, Dactolisib, NVP-BEZ235-NX, NVP-BEZ235"
CHEMBL318728,GW549390X,Small molecule,C15H12N2O,236.27,GW549390X
CHEMBL196022,GW642125X,Small molecule,C13H11N3O2,241.25,GW642125X
CHEMBL373073,GW642138X,Small molecule,C13H11N3O2,241.25,GW642138X
CHEMBL189862,TCMDC138736,Small molecule,C28H28N6O4S,544.64,TCMDC-138736
CHEMBL188381,GW806742X,Small molecule,C25H22F3N7O4S,573.56,GW806742X
CHEMBL189353,GW809897X,Small molecule,C26H24Cl2N6O3S,571.49,GW809897X
CHEMBL192417,GW632046X,Small molecule,C16H14N2O,250.3,GW632046X
CHEMBL194062,GW572399X,Small molecule,C15H13N3O3S,315.35,GW572399X
CHEMBL176553,GW631581B,Small molecule,C17H16N2O3,296.33,GW631581B
CHEMBL443563,GW627512B,Small molecule,C18H18N2O4,326.35,GW627512B
CHEMBL275473,GW572401X,Small molecule,C20H23N3O4S,401.49,GW572401X
CHEMBL179453,GW622055X,Small molecule,C18H17ClN2O4S,392.86,GW622055X
CHEMBL179311,GW580509X,Small molecule,C19H20N2O5S,388.45,GW580509X
CHEMBL179465,GW621970X,Small molecule,C18H17FN2O4S,376.41,GW621970X
CHEMBL191705,GW621431X,Small molecule,C20H20N2O5S,400.46,GW621431X
CHEMBL372474,GW678313X,Small molecule,C24H21FN2O4S,452.51,GW678313X
CHEMBL243907,GW673715X,Small molecule,C24H23N5O4,445.48,GW673715X
CHEMBL254760,MGCD265,Small molecule,C26H20FN5O2S2,517.61,MGCD-265
CHEMBL479079,GW612286X,Small molecule,C21H22N6O3,406.45,GW612286X
CHEMBL184618,FRAMYCETIN,Small molecule,C23H46N6O13,614.65,"Neomycin B, Framycetin"
CHEMBL458248,POLYOZELLIN,Small molecule,C22H14O10,438.34,Polyozellin
CHEMBL1614709,CENISERTIB,Small molecule,C24H30FN7O,451.55,"R-763, AS-703569"
CHEMBL346631,CEP7055,Small molecule,C32H35N3O4,525.65,CEP-7055
CHEMBL314627,A420983,Small molecule,C33H39N9O2,593.74,A-420983
CHEMBL193094,SU9838,Small molecule,C15H14N2O2,254.29,SU-9838
CHEMBL371418,SU6595,Small molecule,C15H12N2O3,268.27,SU-6595
CHEMBL370586,IM094261,Small molecule,C25H24N4O,396.49,IM-094261
CHEMBL193342,IM023911,Small molecule,C22H15ClF2N4O2,440.84,IM-023911
CHEMBL380316,IM094882,Small molecule,C23H15ClN4,382.85,IM-094882
CHEMBL3039525,GOLVATINIB,Small molecule,C33H37F2N7O4,633.7,"E7050, E-7050, Golvatinib"
CHEMBL3545414,APATINIB,Small molecule,C25H27N5O4S,493.59,YN-968D1
CHEMBL611649,SU5205,Small molecule,C15H10FNO,239.25,SU-5205
CHEMBL1098561,BOLETOPSIN C,Small molecule,C20H14O9,398.32,Boletopsin C
CHEMBL1278146,FAMITINIB,Small molecule,C23H27FN4O2,410.49,SHR-1020
CHEMBL1290361,ASN06356088,Small molecule,C21H23BrN4O,427.35,Asn06356088
CHEMBL1290470,P7212090085,Small molecule,C19H14F2N2O3S,388.4,P7212090085
CHEMBL1290247,ASN01107570,Small molecule,C20H16BrN3O3,426.27,Asn01107570
CHEMBL1290246,BAS09538005,Small molecule,C21H19N5O3S,421.48,BAS09538005
CHEMBL1289925,AG028262,Small molecule,C21H18N4O2S2,422.54,AG-028262
CHEMBL1558704,ZM323881,Small molecule,C22H18FN3O2,375.4,ZM-323881
CHEMBL1340723,Ro0123743,Small molecule,C17H17ClO3,304.77,Ro-0123743
CHEMBL261508,SU1498,Small molecule,C25H30N2O2,390.53,SU-1498
CHEMBL409538,AMG0309,Small molecule,C25H19N3O5,441.44,AMG-0309
CHEMBL411091,AMG6168,Small molecule,C29H24N2O4,464.52,AMG-6168
CHEMBL2063878,5-iodo-sunitinib,Small molecule,C22H27IN4O2,506.39,5-iodo-sunitinib
CHEMBL1929485,"4,5,6,11-Tetrahydropyrazolo[4',3':6,7]Cyclohepta[B]Indole",Small molecule,C14H13N3,223.28,N/A
CHEMBL2153823,5-methoxy-sunitinib,Small molecule,C23H30N4O3,410.52,5-methoxy-sunitinib
CHEMBL327209,NSC22357,Small molecule,C15H10O3,238.24,NSC-22357
CHEMBL99852,"(E)-3,3',5'-Trihydroxystilbene",Small molecule,C14H12O3,228.25,"Trans-3,3',5-Trihydroxystilbene"
CHEMBL101506,PINOSYLVIN,Small molecule,C14H12O2,212.25,Pinosylvin
CHEMBL329520,"3,3',4',5-Tetrahydroxybibenzyl",Small molecule,C14H14O4,246.26,N/A
CHEMBL136344,NSC638080,Small molecule,C10H8N2O4,220.18,NSC-638080
CHEMBL1044,PHENYLACETIC ACID,Small molecule,C8H8O2,136.15,"Buphenyl, Phenylacetate"
CHEMBL37851,Naphthalen-1-ylmethylphosphonic acid,Small molecule,C11H11O3P,222.18,1-Naphthalenemethylphosphonate
CHEMBL1045,PHTHALIC ACID,Small molecule,C8H6O4,166.13,Phthalic acid
CHEMBL26128,PHENYL DIHYDROGEN PHOSPHATE,Small molecule,C6H7O4P,174.09,Phosphoric Acid Monophenyl Ester
CHEMBL299737,BENZYLPHOSPHONIC ACID,Small molecule,C7H9O3P,172.12,"Phenyl-Methanephosphonic Acid Anion, Benzyl-Phosphonic Acid, Benzylphosphonic Acid"
CHEMBL77562,"1,3,5-Benzenetricarboxylic Acid",Small molecule,C9H6O6,210.14,"Benzene-1,3,5-Tricarboxylic Acid"
CHEMBL78987,"N,N-Dipropyl-Phthalamic Acid",Small molecule,C14H19NO3,249.31,"N,N-Dipropyl-Phthalamic Acid"
CHEMBL75267,"7,8-DIHYDROXYFLAVONE",Small molecule,C15H10O4,254.24,"7,8-Dihydroxyflavone, 7,8-Dihydroxy-Flavone"
CHEMBL294878,"4',7-Dihydroxyflavone",Small molecule,C15H10O4,254.24,"7,4'-Dihydroxyflavone"
CHEMBL210635,GENKWANIN,Small molecule,C16H12O5,284.27,"7-O-Methylapigenin, Genkwanin, Gonkwanin"
CHEMBL465255,"7,8,3',4',5'-Pentamethoxyflavone",Small molecule,C20H20O7,372.37,N/A
CHEMBL484662,"5,4'-Dihydroxyflavone",Small molecule,C15H10O4,254.24,N/A
CHEMBL225513,"7,8,3'-Trihydroxy Flavone",Small molecule,C15H10O5,270.24,"7,8,3'-Trihydroxyflavone"
CHEMBL42624,PHYSCION,Small molecule,C16H12O5,284.27,Physcion
CHEMBL484663,"6,4'-Dihydroxyflavone",Small molecule,C15H10O4,254.24,N/A
CHEMBL489142,SYRINGETIN,Small molecule,C17H14O8,346.29,Syringetin
CHEMBL485247,NSC127572,Small molecule,C18H16O6,328.32,NSC-127572
CHEMBL502242,"3',5-Dihydroxyflavone",Small molecule,C15H10O4,254.24,N/A
CHEMBL468117,DIHYDROXYMETHYLZEARALENONE,Small molecule,C19H24O7,364.39,L-783279
CHEMBL65911,"3-(3,4-Dimethoxystyryl)Pyridine",Small molecule,C15H15NO2,241.29,"3-(3,4-Dimethoxystyryl)Pyridine"
CHEMBL483158,ALISERTIB,Small molecule,C27H20ClFN4O4,518.93,"Alisertib, MLN-8237"
CHEMBL499757,CAFFEOYLTARTARIC ACID,Small molecule,C13H12O9,312.23,Caffeoyltartaric Acid
CHEMBL457077,SALVIANOLIC ACID A,Small molecule,C26H22O10,494.45,Salvianolic Acid A
CHEMBL496102,AMG208,Small molecule,C22H17N5O2,383.41,AMG-208
CHEMBL2133806,JNJ38877605,Small molecule,C19H13F2N7,377.36,JNJ-38877605
CHEMBL2001019,PF04217903,Small molecule,C19H16N8O,372.39,PF-04217903
CHEMBL3402762,TEPOTINIB,Small molecule,C29H28N6O2,492.58,"EMD-1214063, MSC-2156119, MSC-2156119J, Tepotinib"
CHEMBL3334567,SAVOLITINIB,Small molecule,C17H15N9,345.37,"AZD6094, AZD-6094, Savolitinib, HMPL-504"
CHEMBL3188267,CAPMATINIB,Small molecule,C23H17FN6O,412.43,"Capmatinib, INCB-28060, INC-280, INC280, NYP-INC280-NX, NVP-INC280"
CHEMBL2103882,TIVANTINIB,Small molecule,C23H19N3O2,369.42,"Tivantinib, ARQ-197"
CHEMBL53566,TYROSOL,Small molecule,C8H10O2,138.17,tyrosol
CHEMBL2348314,TYROSOL SINAPATE,Small molecule,C19H20O6,344.36,Tyrosol Sinapate
CHEMBL481245,P-Hydroxyphenethyl Trans-Ferulate,Small molecule,C18H18O5,314.34,P-Hydroxyphenethyl Trans-Ferulate
CHEMBL226587,TRANS-N-SINAPOYLTYRAMINE,Small molecule,C19H21NO5,343.38,"Trans-N-Sinapoyltyramine, N-Trans-Sinapoyltyramine"
CHEMBL443681,OBLONGIFOLIN C,Small molecule,C43H58O6,670.93,Oblongifolin C
CHEMBL3545365,ALTIRATINIB,Small molecule,C26H21F3N4O4,510.47,"DP-5164, DCC-2701, Altiratinib"
CHEMBL261641,SU11274,Small molecule,C28H30ClN5O4S,568.1,SU-11274
CHEMBL2171206,EUCALYPTIN A,Small molecule,C28H40O6,472.62,Eucalyptin A
CHEMBL2323775,MK8033,Small molecule,C25H21N5O3S,471.54,MK-8033
CHEMBL2172394,(-)-OLEOCANTHAL,Small molecule,C17H20O5,304.34,(-)-Oleocanthal
CHEMBL564829,MILCICLIB,Small molecule,C25H32N8O,460.59,"Milciclib, PHA-848125"
CHEMBL3889654,LAROTRECTINIB,Small molecule,C21H22F2N6O2,428.44,"Larotrectinib, LOXO-101"
CHEMBL629,AMITRIPTYLINE,Small molecule,C20H23N,277.41,"Elavil, Amitid, Endep, Etrafon-A, Etrafon-Forte, Limbitrol, Amitril, Amitriptyline"
CHEMBL1397270,Ro0282750,Small molecule,C13H10N4O3,270.25,Ro-0282750
CHEMBL1956068,GW296115X,Small molecule,C22H15N3O4,385.38,GW296115X
CHEMBL374632,CID 94381,Small molecule,C20H19N3O2,333.39,CID 94381
CHEMBL600336,GNFPf3037,Small molecule,C23H16N4O2S2,444.54,GNF-Pf-3037
CHEMBL51931,"9,10-PHENANTHRENEQUINONE",Small molecule,C14H8O2,208.22,"Phenanthrene-9,10-Dione, 9,10-Phenanthrenequinone"
CHEMBL1576310,BAS03450373,Small molecule,C22H23N5O3,405.46,BAS03450373
CHEMBL550011,CHLORPYRAMIN HYDROCHLORIDE,Small molecule,C16H21Cl2N3,326.27,Chlorpyramin HCl
CHEMBL472212,PF431396,Small molecule,C22H21F3N6O3S,506.51,PF-431396
CHEMBL1084546,PF00562271,Small molecule,C21H20F3N7O3S,507.5,"PF-562271, PF-00562271"
CHEMBL1084269,PF4618433,Small molecule,C24H27N7O2,445.53,PF-4618433
CHEMBL3040440,VS4718,Small molecule,C25H26F3N5O3,501.51,VS-4718
CHEMBL306498,ALOISINE,Small molecule,C17H19N3O,281.36,Aloisine
CHEMBL407391,DIMETHYLADENINE,Small molecule,C7H9N5,163.18,"6-Dimethylaminopurine, Dimethyladenine"
CHEMBL505177,SCYTONEMIN,Small molecule,C36H22N2O4,546.58,Scytonemin
CHEMBL669,CYCLOBENZAPRINE,Small molecule,C20H21N,275.4,"Flexeril, Cyclobenzaprine"
CHEMBL445,NORTRIPTYLINE,Small molecule,C19H21N,263.38,"Pamelor, Nortriptyline, Motipress, Allegron, Aventyl, Motival"
CHEMBL627,AMITRIPTYLINOXIDE,Small molecule,C20H23NO,293.41,"Amitriptylinoxide, AMITRYPTYLINE-N-OXIDE"
CHEMBL87708,LOFEPRAMINE,Small molecule,C26H27ClN2O,418.97,Lofepramine
CHEMBL110094,MELITRACEN,Small molecule,C21H25N,291.44,Melitracen
CHEMBL2062155,SU5614,Small molecule,C15H13ClN2O,272.74,SU-5614
CHEMBL219557,SKI758,Small molecule,C28H27Cl2N5O3,552.46,SKI-758
CHEMBL378903,BAS0338868,Small molecule,C17H15N3OS,309.39,BAS-0338868
CHEMBL403989,TG100801,Small molecule,C33H30ClN5O3,580.09,TG100-801
CHEMBL25826,PARATOULENE PHOSPHATE,Small molecule,C30H34N3O7P,579.59,Paratoulene Phosphate
CHEMBL24231,p-NITROPHENYLPHOSPHATE,Small molecule,C6H6NO6P,219.09,"P-Nitrophenylphosphate, 4-Nitrophenyl Dihydrogen Phosphate, 4-Nitrophenyl Phosphate"
CHEMBL25950,"[(3,4,5-Trimethoxyphenyl)Amino]Carbonylphosphonic Acid",Small molecule,C10H14NO7P,291.2,"[(3,4,5-Trimethoxyphenyl)Amino]Carbonylphosphonic Acid"
CHEMBL24447,PHENETHYLCARBAMOYLPHOSPHONIC ACID,Small molecule,C9H12NO4P,229.17,"Phenethylcarbamoylphosphonic Acid, [(2-Phenylethyl)Amino]Carbonylphosphonic Acid"
CHEMBL287555,Phosphoric Acid Mono-M-Tolyl Ester,Small molecule,C7H9O4P,188.12,Phosphoric Acid Mono-M-Tolyl Ester
CHEMBL287275,FOSFOSAL,Small molecule,C7H7O6P,218.1,Fosfosal
CHEMBL24101,3-Phosphonooxy-Benzoic Acid Methyl Ester,Small molecule,C8H9O6P,232.13,3-Phosphonooxy-Benzoic Acid Methyl Ester
CHEMBL24060,Phosphoric Acid 2-Formyl-Phenyl Ester Methyl Ester,Small molecule,C8H9O5P,216.13,Phosphoric Acid 2-Formyl-Phenyl Ester Methyl Ester
CHEMBL26438,Phosphoric Acid 2-Formyl-Phenyl Ester Isopropyl Ester,Small molecule,C10H13O5P,244.18,Phosphoric Acid 2-Formyl-Phenyl Ester Isopropyl Ester
CHEMBL284362,[(4-Ethylphenyl)Amino]Carbonylphosphonic Acid,Small molecule,C9H12NO4P,229.17,[(4-Ethylphenyl)Amino]Carbonylphosphonic Acid
CHEMBL24771,[(4-Butoxyphenyl)Amino]Carbonylphosphonic Acid,Small molecule,C11H16NO5P,273.23,[(4-Butoxyphenyl)Amino]Carbonylphosphonic Acid
CHEMBL24164,Phosphoric Acid Mono-P-Tolyl Ester,Small molecule,C7H9O4P,188.12,Phosphoric Acid Mono-P-Tolyl Ester
CHEMBL284997,4-Phosphonooxy-Benzoic Acid Methyl Ester,Small molecule,C8H9O6P,232.13,4-Phosphonooxy-Benzoic Acid Methyl Ester
CHEMBL24811,Phosphoric Acid Cyclohexylmethyl Ester 2-Formyl-Phenyl Ester,Small molecule,C14H19O5P,298.28,Phosphoric Acid Cyclohexylmethyl Ester 2-Formyl-Phenyl Ester
CHEMBL78794,2-Phenyl-Malonic Acid,Small molecule,C9H8O4,180.16,2-Phenyl-Malonic Acid
CHEMBL80333,Phenyl-Sulfo-Acetic Acid,Small molecule,C8H8O5S,216.21,Phenyl-Sulfo-Acetic Acid
CHEMBL571546,KX2391,Small molecule,C26H29N3O3,431.54,KX2-391
CHEMBL210036,BAS450225,Small molecule,C17H13Cl2N3OS,378.28,BAS-450225
CHEMBL207672,BAS4844343,Small molecule,C19H16N4O2S,364.43,BAS-4844343
CHEMBL339385,DIADENOSINE TETRAPHOSPHATE,Small molecule,C20H28N10O19P4,836.39,Diadenosine Tetraphosphate
CHEMBL142870,2-Cyclohexyl-Malonic Acid,Small molecule,C9H14O4,186.21,2-Cyclohexyl-Malonic Acid
CHEMBL515271,R112,Small molecule,C16H13FN4O2,312.3,R-112
CHEMBL354676,DIPHENYLUREA,Small molecule,C13H12N2O,212.25,"1,3-Diphenylurea, 1,3-Diphenyl-Urea"
CHEMBL1190711,BAY613606,Small molecule,C20H18N6O3,390.4,BAY-613606
CHEMBL2103830,FOSTAMATINIB,Small molecule,C23H26FN6O9P,580.47,"R-788 Free acid, R-788, Fostamatinib, R-935788, R-935788 Free acid"
CHEMBL399410,SB437013,Small molecule,C27H23N3O2S,453.57,SB-437013
CHEMBL237571,SB633825,Small molecule,C28H25N3O3S,483.59,SB-633825
CHEMBL841,LOPERAMIDE,Small molecule,C29H33ClN2O2,477.05,"Loperamide, Imodium"
CHEMBL1000,CETIRIZINE,Small molecule,C21H25ClN2O3,388.9,Cetirizine
CHEMBL363160,PHA680632,Small molecule,C28H35N7O2,501.64,PHA-680632
CHEMBL382590,ANILINOQUINAZOLINE1,Small molecule,C23H20N4O3,400.44,Anilinoquinazoline1
CHEMBL209849,Indirubin-3-Acetoxime,Small molecule,C18H13N3O3,319.32,Indirubin-3-Acetoxime
CHEMBL379160,(2'Z)-7-Iodoindirubin,Small molecule,C16H9IN2O2,388.16,7-Iodoindirubin
CHEMBL211243,Indirubin-3-Methoxime,Small molecule,C17H13N3O2,291.31,Indirubin-3-Methoxime
CHEMBL210446,(2'Z)-7-Fluoroindirubin,Small molecule,C16H9FN2O2,280.26,7-Fluoroindirubin
CHEMBL378191,(2'Z)-7-Chloroindirubin,Small molecule,C16H9ClN2O2,296.71,7-Chloroindirubin
CHEMBL214173,(2'Z)-7-Bromoindirubin,Small molecule,C16H9BrN2O2,341.16,7-Bromoindirubin
CHEMBL439,SULFADIAZINE,Small molecule,C10H10N4O2S,250.28,"Sulfacombin, Thermazene, Sulfadiazine (Trisulfapyrimidines), Sulfadiazine, Silvadene, SSD, Sulphadiazine, Sildaflo, Diazyl, Coco-diazine, Sulfolex, Sulfapyrimidine, Adiazine, Sulfadiazine, Sulphadiazine"
CHEMBL482767,SNS314,Small molecule,C18H15ClN6OS2,430.95,SNS-314
CHEMBL1643144,BAS00416436,Small molecule,C19H17N5O2,347.38,BAS00416436
CHEMBL1643145,BAS01024712,Small molecule,C23H23N3O3,389.46,BAS01024712
CHEMBL1643146,BAS03571837,Small molecule,C24H26N6O5,478.51,BAS03571837
CHEMBL1643147,BAS01024719,Small molecule,C32H31N3O5,537.62,BAS01024719
CHEMBL1643148,BAS15364720,Small molecule,C13H10BrN3O2S3,416.35,BAS15364720
CHEMBL188343,REVERSINE,Small molecule,C21H27N7O,393.5,Reversine
CHEMBL226507,SINENSETIN,Small molecule,C20H20O7,372.37,Sinensetin
CHEMBL402915,Gossypetin-8-Glucoside,Small molecule,C21H20O13,480.38,Gossypetin-8-Glucoside
CHEMBL250450,ISOQUERCETIN,Small molecule,C21H20O12,464.38,NSC-407304
CHEMBL522983,NSC19803,Small molecule,C21H20O12,464.38,NSC-19803
CHEMBL231884,DIOSMIN,Small molecule,C28H32O15,608.55,"Diosmin, Diovenor"
CHEMBL294009,FLAVONOL,Small molecule,C15H10O3,238.24,"NSC-57653, NCI-57653"
CHEMBL509256,GERALDOL,Small molecule,C16H12O6,300.27,Geraldol
CHEMBL503168,DATISCETIN,Small molecule,C15H10O6,286.24,"3,5,7,2'-Tetrahydroxyflavone, Datiscetin"
CHEMBL226034,TAMARIXETIN,Small molecule,C16H12O7,316.27,4'-O-methylquercetin
CHEMBL1480,FELODIPINE,Small molecule,C18H19Cl2NO4,384.26,"H 154/82, Felodipine, H-154/82, Cabren, Preslow, Felodipine, Cardioplen XL, Keloc SR, Neofel XL, Vascalpha, Parmid XL, Felogen XL, Felotens XL, Plendil, Folpik XL, Pinefeld XL"
CHEMBL587029,TCMDC134147,Small molecule,C20H20ClN5,365.87,TCMDC-134147
CHEMBL230592,GSK635416A,Small molecule,C24H24FN3O3S,453.54,GSK635416A
CHEMBL231623,GSK620503A,Small molecule,C18H14FN3O,307.33,GSK620503A
CHEMBL230597,GSK586581A,Small molecule,C20H19N3O3S,381.46,GSK586581A
CHEMBL230911,GSK625137A,Small molecule,C18H15N3O,289.34,GSK625137A
CHEMBL231013,GSK605714A,Small molecule,C13H12N2O2,228.25,GSK605714A
CHEMBL268885,GSK711701A,Small molecule,C20H17ClN2O4S,416.89,GSK711701A
CHEMBL501601,7-(4-Piperidinyloxy)Isoquinoline,Small molecule,C14H16N2O,228.29,7-(4-Piperidinyloxy)Isoquinoline
CHEMBL483747,GSK980961A,Small molecule,C22H18N2O3S,390.46,GSK980961A
CHEMBL483748,GSK953913A,Small molecule,C22H18N2O3S,390.46,GSK953913A
CHEMBL592893,PHA408,Small molecule,C29H27ClFN7O2,560.03,PHA-408
CHEMBL97453,WEDELOLACTONE,Small molecule,C16H10O7,314.25,Wedelolactone
CHEMBL129857,AS602868,Small molecule,C18H14N4O3S,366.4,"SPC-839, AS-602868"
CHEMBL92361,CGP029482,Small molecule,C17H12N2O3,292.29,CGP-029482
CHEMBL574284,CGP06028,Small molecule,C20H19F4N5O2,437.4,CGP-06028
CHEMBL584384,CGP060476,Small molecule,C17H17ClN6,340.82,CGP-060476
CHEMBL574285,CGP062644,Small molecule,C20H18ClN7,391.87,CGP-062644
CHEMBL375530,DICHLORORIBOBENZIMIDAZOLE,Small molecule,C12H12Cl2N2O4,319.14,"5,6-Dichlorobenzimidazole Riboside, Dichlororibobenzimidazole"
CHEMBL373937,"4,5,6,7-Tetrabromo-1Hbenzimidazole",Small molecule,C7H2Br4N2,433.72,"4,5,6,7-Tetrabromobenzimidazole"
CHEMBL595730,"4,5,6,7-Tetraiodobenzimidazole",Small molecule,C7H2I4N2,621.72,"4,5,6,7-Tetraiodobenzimidazole"
CHEMBL307782,3-AMINOBENZOIC ACID,Small molecule,C7H7NO2,137.14,"3-Aminobenzoic Acid, 3-Amino-Benzoic Acid, M-Aminobenzoic Acid"
CHEMBL1802608,TDR79432,Small molecule,C20H23N7O,377.45,TDR79432
CHEMBL270724,"3-(2,3,4,5-Tetrabromophenyl)Acrylic Acid",Small molecule,C9H4Br4O2,463.75,"3-(2,3,4,5-Tetrabromophenyl)Acrylic Acid"
CHEMBL207194,5-BROMOSALICYLALDEHYDE,Small molecule,C7H5BrO2,201.02,5-Bromosalicylaldehyde
CHEMBL13859,o-vanillin,Small molecule,C8H8O3,152.15,o-vanillin
CHEMBL491995,"2,3-Dihydroxybenzaldehyde",Small molecule,C7H6O3,138.12,"2,3-Dihydroxybenzaldehyde"
CHEMBL108925,SALICYLADEHYDE,Small molecule,C7H6O2,122.12,"Salicylaldehyde, 2-Hydroxybenzaldehyde, Salicyladehyde, 2-Hydroxy-Benzaldehyde"
CHEMBL193093,SC514,Small molecule,C9H8N2OS2,224.31,SC-514
CHEMBL184041,ERTIPROTAFIB,Small molecule,C31H27BrO3S,559.53,"Ertiprotafib, PTP-112"
CHEMBL601079,PHA919,Small molecule,C31H31ClFN7O3,604.09,PHA-919
CHEMBL1669562,PF296,Small molecule,C29H26ClFN6O3,561.02,PF-296
CHEMBL1669563,PF544,Small molecule,C27H24ClFN6O3,534.98,PF-544
CHEMBL555017,GAMBOGIC ACID,Small molecule,C38H44O8,628.76,"(-)-Gambogic Acid, R-Gambogic Acid, Gambogic Acid"
CHEMBL1760505,LASSBio-1524,Small molecule,C18H13N3O3,319.32,LASSBio-1524
CHEMBL514499,GW843682X,Small molecule,C22H18F3N3O4S,477.46,GW843682X
CHEMBL516248,GW804482X,Small molecule,C20H17N3O3S,379.44,GW804482X
CHEMBL518953,GSK1023156A,Small molecule,C19H14BrN3O2S,428.31,GSK1023156A
CHEMBL480371,GW853609X,Small molecule,C20H13BrF3N3O2S,496.31,GW853609X
CHEMBL481510,GW853606X,Small molecule,C20H13BrF3N3O2S,496.31,GW853606X
CHEMBL514162,GW852849X,Small molecule,C21H18ClN3O4S,443.91,GW852849X
CHEMBL473629,GSK204925A,Small molecule,C22H21N3O4S,423.49,GSK204925A
CHEMBL480382,GSK312948A,Small molecule,C19H17N3O4S2,415.5,GSK312948A
CHEMBL473420,GSK1030058A,Small molecule,C23H19F3N2O5S,492.48,GSK1030058A
CHEMBL471789,GSK1030059A,Small molecule,C23H19F3N2O4S,476.48,GSK1030059A
CHEMBL518968,GSK1030061A,Small molecule,C23H20F3N3O4S,491.49,GSK1030061A
CHEMBL482326,GSK1030062A,Small molecule,C24H22F3N3O4S,505.52,GSK1030062A
CHEMBL222419,GSK237701A,Small molecule,C22H20ClN3O4S,457.94,GSK237701A
CHEMBL521806,GSK237700A,Small molecule,C22H20ClN3O4S,457.94,GSK237700A
CHEMBL493326,GSK317314A,Small molecule,C21H18ClN3O3S,427.91,GSK317314A
CHEMBL522709,GSK317315A,Small molecule,C22H18F3N3O3S,461.47,GSK317315A
CHEMBL1794067,GSK978744A,Small molecule,C23H22ClN3O5S,487.97,GSK978744A
CHEMBL1794068,GSK326090A,Small molecule,C28H29F3N4O3S,558.63,GSK326090A
CHEMBL1794069,GSK571989A,Small molecule,C27H29ClN4O3S,525.07,GSK571989A
CHEMBL1794070,GSK579289A,Small molecule,C26H27ClN4O3S,511.05,GSK579289A
CHEMBL601176,GNFPf3923,Small molecule,C19H20ClN3O4S,421.91,GNF-Pf-3923
CHEMBL1672002,THYMOQUINONE,Small molecule,C10H12O2,164.2,Thymoquinone
CHEMBL1241855,RIGOSERTIB,Small molecule,C21H25NO8S,451.5,"ON-01910, Rigosertib"
CHEMBL476124,CYCLAPOLIN 9,Small molecule,C9H4F3N3O4S,307.21,Cyclapolin 9
CHEMBL486124,GW874091X,Small molecule,C19H24N6O,352.44,GW874091X
CHEMBL520037,GW837331X,Small molecule,C22H20F3N5O3,459.43,GW837331X
CHEMBL519881,GW861893X,Small molecule,C27H25N5O4,483.53,GW861893X
CHEMBL1233528,VOLASERTIB,Small molecule,C34H50N8O3,618.83,"BI-6727, Volasertib"
CHEMBL1242101,DAP81,Small molecule,C25H20N6O4,468.47,DAP-81
CHEMBL2392545,TAK960,Small molecule,C27H34F3N7O3,561.61,TAK-960
CHEMBL608874,2'-5' Linked-Oligoriboadenylate,Small molecule,C29H36N15O19P3,991.62,N/A
CHEMBL608875,2'-5' Linked-Oligoriboadenylate,Small molecule,C29H36N15O19P3,991.62,N/A
CHEMBL406556,C6131416,Small molecule,C16H20Cl3N3O3S,440.78,C-6131416
CHEMBL261864,C5947495,Small molecule,C20H16ClN3O2S,397.89,C-5947495
CHEMBL259804,C5142087,Small molecule,C16H13N3O3S,327.37,C-5142087
CHEMBL408340,C6131645,Small molecule,C17H22Cl3N3O3S,454.81,C-6131645
CHEMBL265438,C6474572,Small molecule,C16H14N2O2S,298.37,C-6474572
CHEMBL265469,C6131864,Small molecule,C19H18Cl3N3O2S,458.8,C-6131864
CHEMBL259633,C5950331,Small molecule,C16H14N2O2S,298.37,C-5950331
CHEMBL271595,GW297361X,Small molecule,C16H12N4O3S2,372.43,GW297361X
CHEMBL269883,GW416981X,Small molecule,C20H21N3O5S,415.47,GW416981X
CHEMBL1276446,GW8510,Small molecule,C21H15N5O3S2,449.52,GW8510
